"age","education","years_experience","gender","sex","race","ethnicity","pregnancy","department","position_level","market_rate_salary","negotiated_salary","is_anomaly"
58,"Bachelor",26.5,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Sales","Director",140300,139500,FALSE
64,"Bachelor",26.4,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Software","Director",138900,126500,FALSE
36,"Master",16.8,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Software","Director",131500,120100,FALSE
42,"Bachelor",23.7,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",81900,84800,FALSE
55,"Bachelor",4.2,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Administrative","Entry",54600,50100,FALSE
46,"Master",13.4,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Sales","Entry",83800,75600,FALSE
59,"Bachelor",27.6,"Female","Female","White","Hispanic or Latino",FALSE,"Sales","Executive",183000,203500,FALSE
22,"Bachelor",0.2,"Male","Male","White","Not Hispanic or Latino",FALSE,"Sales","Entry",36200,39700,FALSE
35,"Master",7.5,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Finance/Accounting","Executive",172200,175200,FALSE
32,"Bachelor",12,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Director",114400,109500,FALSE
49,"Bachelor",20,"Male","Male","White","Not Hispanic or Latino",FALSE,"Administrative","Mid",98900,106000,FALSE
39,"Bachelor",13.5,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Mid",97100,97600,FALSE
55,"Master",5.7,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"HR","Entry",71000,67200,FALSE
63,"Bachelor",17.8,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",TRUE,"Administrative","Entry",77100,66200,FALSE
57,"Bachelor",1.6,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"HR","Executive",154100,148200,FALSE
41,"PhD",2.4,"Did not disclose","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Finance/Accounting","Entry",85800,82800,FALSE
36,"Master",12.1,"Did not disclose","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"HR","Entry",74200,67200,FALSE
28,"Master",8.1,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"HR","Entry",65300,63800,FALSE
48,"Bachelor",7.2,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Mid",79500,76300,FALSE
51,"Bachelor",23.9,"Did not disclose","Female","Black or African American","Hispanic or Latino",FALSE,"Sales","Entry",70400,63000,FALSE
26,"Bachelor",6,"Female","Female","White","Hispanic or Latino",FALSE,"Finance/Accounting","Executive",143100,144100,FALSE
43,"Bachelor",15.2,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Administrative","Entry",75400,72400,FALSE
41,"Bachelor",0.7,"Male","Male","White","Hispanic or Latino",FALSE,"HR","Entry",50800,54300,FALSE
62,"Bachelor",41.4,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"HR","Entry",104500,93400,FALSE
32,"Bachelor",10.4,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Administrative","Entry",62000,59100,FALSE
49,"Master",4.5,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",98200,87900,FALSE
59,"Bachelor",15.7,"Female","Female","Asian","Hispanic or Latino",FALSE,"Sales","Director",124300,129900,FALSE
63,"Bachelor",26.2,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Software","Executive",183200,183100,FALSE
30,"Bachelor",11.9,"Did not disclose","Male","White","Hispanic or Latino",FALSE,"Marketing","Director",120000,125700,FALSE
44,"Master",10.4,"Female","Female","White","Hispanic or Latino",FALSE,"Administrative","Mid",103900,1e+05,FALSE
47,"Bachelor",5.7,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Administrative","Director",116100,123100,FALSE
62,"Master",30.7,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Administrative","Director",150400,158800,FALSE
32,"Master",13.1,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Administrative","Director",130100,140100,FALSE
40,"Bachelor",14.8,"Did not disclose","Male","White","Hispanic or Latino",FALSE,"Software","Director",118500,129900,FALSE
49,"Master",26.4,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Sales","Mid",116200,117100,FALSE
42,"Bachelor",10.9,"Female","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Marketing","Mid",87900,85600,FALSE
57,"Bachelor",10.7,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Finance/Accounting","Entry",74000,70500,FALSE
63,"Bachelor",3,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"HR","Director",102600,109100,FALSE
43,"Master",10.8,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Mid",94400,93600,FALSE
46,"Bachelor",14.5,"Male","Male","Asian","Hispanic or Latino",FALSE,"Finance/Accounting","Director",121500,129600,FALSE
51,"Bachelor",9.2,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Finance/Accounting","Director",114300,122800,FALSE
42,"Master",22.3,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Finance/Accounting","Executive",191400,194000,FALSE
65,"Bachelor",25.6,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Finance/Accounting","Director",137700,149300,FALSE
42,"Bachelor",0.6,"Female","Female","Asian","Hispanic or Latino",FALSE,"Administrative","Executive",146700,151700,FALSE
27,"Master",5.1,"Did not disclose","Female","Asian","Not Hispanic or Latino",FALSE,"Software","Mid",95600,97300,FALSE
62,"Master",13,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Software","Entry",86700,75900,FALSE
31,"Bachelor",2.1,"Did not disclose","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Software","Entry",45600,42600,FALSE
45,"Master",18.7,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Marketing","Mid",99600,98400,FALSE
28,"Master",7,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"HR","Director",122200,114000,FALSE
35,"Master",2.3,"Female","Female","White","Hispanic or Latino",FALSE,"Finance/Accounting","Entry",75800,71200,FALSE
33,"Bachelor",13.4,"Male","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",62200,57800,FALSE
31,"Bachelor",2,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Marketing","Director",96700,102900,FALSE
46,"Master",25.8,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Marketing","Entry",88800,82900,FALSE
58,"Bachelor",6.2,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"HR","Director",107400,102800,FALSE
23,"Bachelor",0.7,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Software","Director",98700,96900,FALSE
56,"Master",8.2,"Did not disclose","Male","Black or African American","Hispanic or Latino",FALSE,"Sales","Director",132900,127800,FALSE
55,"Bachelor",17.5,"Did not disclose","Male","Asian","Hispanic or Latino",FALSE,"Software","Entry",75600,76100,FALSE
48,"Master",19.2,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Director",144800,149400,FALSE
52,"Master",9.7,"Male","Male","White","Hispanic or Latino",FALSE,"HR","Executive",179900,235400,TRUE
48,"Bachelor",29.3,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Software","Director",141000,141900,FALSE
37,"Master",10,"Did not disclose","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Software","Director",128200,129300,FALSE
57,"Bachelor",27.7,"Female","Female","White","Not Hispanic or Latino",FALSE,"Administrative","Entry",81800,77600,FALSE
45,"Bachelor",14.8,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Software","Entry",72100,71700,FALSE
59,"Master",8.6,"Did not disclose","Female","Black or African American","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",99500,94900,FALSE
42,"Bachelor",4.9,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"HR","Entry",52400,52800,FALSE
41,"Bachelor",6.6,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Sales","Entry",56400,52500,FALSE
32,"Bachelor",6.7,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Entry",57500,53400,FALSE
54,"Bachelor",5,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Director",123900,129200,FALSE
35,"PhD",14.5,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Software","Entry",97800,65300,TRUE
49,"Bachelor",7.3,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Mid",79000,76300,FALSE
54,"Master",15.7,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Marketing","Mid",109900,123900,FALSE
50,"Bachelor",7.8,"Female","Female","White","Not Hispanic or Latino",FALSE,"Finance/Accounting","Mid",80000,83500,FALSE
57,"Bachelor",13.6,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Sales","Director",125600,123600,FALSE
53,"Master",32.2,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Finance/Accounting","Mid",120000,120600,FALSE
59,"PhD",29.4,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Marketing","Director",159900,154800,FALSE
43,"Bachelor",18.5,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"HR","Executive",171700,166900,FALSE
65,"Bachelor",27.1,"Female","Female","Black or African American","Hispanic or Latino",FALSE,"HR","Director",145100,135800,FALSE
28,"Bachelor",0.4,"Female","Female","White","Not Hispanic or Latino",FALSE,"Software","Entry",43400,41200,FALSE
65,"Bachelor",31.5,"Male","Male","White","Not Hispanic or Latino",FALSE,"HR","Entry",97500,104400,FALSE
26,"Bachelor",6.4,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Entry",61100,59500,FALSE
52,"Bachelor",25.8,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Executive",184600,187100,FALSE
53,"Bachelor",31.5,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Marketing","Mid",119000,115500,FALSE
39,"Bachelor",7.9,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Marketing","Director",112800,119700,FALSE
60,"Bachelor",17.2,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Sales","Director",136400,140200,FALSE
34,"Bachelor",5.8,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Entry",60500,60400,FALSE
51,"Bachelor",30.1,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Marketing","Executive",187400,205500,FALSE
23,"Bachelor",0.7,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Marketing","Director",97500,102000,FALSE
49,"Master",19.6,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Software","Entry",88200,83200,FALSE
24,"Bachelor",1,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Entry",54200,56600,FALSE
54,"Bachelor",26.6,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Mid",111000,118400,FALSE
50,"PhD",25.5,"Female","Female","Asian","Hispanic or Latino",FALSE,"Software","Mid",127200,127200,FALSE
41,"Bachelor",8.6,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Director",109400,107200,FALSE
64,"Master",18.2,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Sales","Mid",114300,110000,FALSE
30,"Bachelor",11.1,"Male","Male","Asian","Hispanic or Latino",FALSE,"Finance/Accounting","Entry",56400,59800,FALSE
31,"Bachelor",6.3,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Executive",160600,169400,FALSE
28,"Bachelor",5.2,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"HR","Mid",76600,73000,FALSE
49,"Bachelor",10.3,"Female","Female","White","Hispanic or Latino",FALSE,"Sales","Mid",88100,93900,FALSE
39,"Bachelor",8.3,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Executive",146800,163400,FALSE
46,"PhD",8.4,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",92800,87700,FALSE
65,"Bachelor",31.9,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",TRUE,"Administrative","Director",144400,130500,FALSE
31,"PhD",9.9,"Male","Male","White","Not Hispanic or Latino",FALSE,"HR","Executive",187200,201600,FALSE
30,"PhD",5.5,"Female","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Entry",69300,62400,FALSE
40,"Bachelor",8.3,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",62700,59900,FALSE
36,"Bachelor",7.2,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Finance/Accounting","Executive",157700,157300,FALSE
24,"Bachelor",1.1,"Female","Female","Black or African American","Hispanic or Latino",FALSE,"Marketing","Entry",40200,37800,FALSE
43,"Master",19.2,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"HR","Mid",109500,105600,FALSE
41,"PhD",4.5,"Did not disclose","Female","White","Hispanic or Latino",FALSE,"Marketing","Mid",97200,99700,FALSE
63,"Bachelor",18.9,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Software","Director",125900,128500,FALSE
55,"Bachelor",23.8,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Director",137700,153200,FALSE
44,"Master",8.7,"Female","Female","Asian","Not Hispanic or Latino",TRUE,"Sales","Executive",170700,184300,FALSE
38,"Bachelor",0.9,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Administrative","Entry",49400,47300,FALSE
39,"Bachelor",6.2,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Administrative","Director",106600,118600,FALSE
40,"Bachelor",13.5,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"HR","Entry",56100,52200,FALSE
38,"Bachelor",1.6,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"HR","Mid",76500,114200,TRUE
51,"PhD",2.5,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"HR","Executive",166200,165800,FALSE
31,"Bachelor",12.3,"Female","Female","White","Hispanic or Latino",FALSE,"Marketing","Mid",91300,96600,FALSE
58,"Bachelor",12.7,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",92700,92900,FALSE
31,"Bachelor",3.3,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Software","Director",105600,111500,FALSE
55,"PhD",3.6,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Sales","Director",132900,137100,FALSE
25,"Bachelor",2.5,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",39300,37700,FALSE
46,"Bachelor",27,"Did not disclose","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",86000,81900,FALSE
47,"Bachelor",15.5,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",TRUE,"HR","Mid",94500,90800,FALSE
60,"Master",31.3,"Male","Male","White","Not Hispanic or Latino",FALSE,"Administrative","Mid",124600,137400,FALSE
54,"Bachelor",9.3,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Entry",65300,32700,TRUE
43,"Bachelor",15.2,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"HR","Entry",72900,75600,FALSE
65,"Bachelor",1,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Administrative","Mid",81600,80700,FALSE
40,"Bachelor",17.9,"Female","Female","Black or African American","Hispanic or Latino",FALSE,"Software","Entry",74800,72000,FALSE
27,"Master",6.1,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Entry",69200,67000,FALSE
65,"Master",42.5,"Male","Male","White","Hispanic or Latino",FALSE,"Sales","Director",167900,195900,FALSE
46,"Master",19.6,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",119400,106500,FALSE
51,"Bachelor",1.9,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Mid",80300,84900,FALSE
63,"Bachelor",18.1,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Marketing","Mid",101200,94900,FALSE
60,"PhD",8.7,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Sales","Entry",87800,85900,FALSE
46,"Bachelor",8.2,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Sales","Entry",52500,52600,FALSE
23,"PhD",3.9,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Entry",75100,73800,FALSE
59,"Bachelor",8.6,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Sales","Executive",159800,179000,FALSE
30,"Master",3.8,"Female","Female","Black or African American","Not Hispanic or Latino",TRUE,"HR","Entry",54500,48200,FALSE
32,"Bachelor",13.6,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Software","Director",121700,129500,FALSE
27,"Bachelor",6,"Did not disclose","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Marketing","Entry",54200,48200,FALSE
52,"PhD",13,"Male","Male","White","Hispanic or Latino",FALSE,"Software","Director",152800,173800,FALSE
26,"Bachelor",5.3,"Female","Female","Asian","Hispanic or Latino",FALSE,"Administrative","Entry",52800,53900,FALSE
35,"Master",8.3,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Director",131500,139000,FALSE
63,"Bachelor",23.5,"Did not disclose","Male","Black or African American","Not Hispanic or Latino",FALSE,"Sales","Mid",1e+05,98700,FALSE
22,"Bachelor",2.2,"Male","Female","White","Hispanic or Latino",FALSE,"HR","Mid",66600,72400,FALSE
62,"PhD",42.5,"Female","Female","White","Hispanic or Latino",FALSE,"Administrative","Entry",128800,135000,FALSE
31,"Master",5.3,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Mid",95100,88900,FALSE
33,"Bachelor",7.5,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Software","Entry",50100,45800,FALSE
43,"Bachelor",24.8,"Male","Male","White","Not Hispanic or Latino",FALSE,"HR","Executive",187200,203200,FALSE
22,"Bachelor",1.8,"Female","Female","White","Not Hispanic or Latino",FALSE,"Software","Mid",74400,74300,FALSE
64,"Bachelor",22.8,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Sales","Director",138000,148700,FALSE
25,"Bachelor",5.1,"Female","Female","White","Hispanic or Latino",FALSE,"Sales","Director",102000,108600,FALSE
24,"Bachelor",0.8,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"HR","Director",101600,97800,FALSE
59,"Bachelor",22.4,"Male","Male","Asian","Hispanic or Latino",FALSE,"Administrative","Mid",100100,101600,FALSE
26,"Bachelor",5,"Did not disclose","Female","Asian","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",75200,81100,FALSE
63,"Bachelor",2.3,"Female","Female","White","Hispanic or Latino",FALSE,"Finance/Accounting","Director",108700,107900,FALSE
41,"Master",19.9,"Female","Female","Black or African American","Hispanic or Latino",FALSE,"HR","Entry",90300,84000,FALSE
55,"Bachelor",18.4,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Executive",171100,174400,FALSE
44,"Master",4,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Entry",64500,62700,FALSE
57,"Bachelor",4.4,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Administrative","Entry",58600,58600,FALSE
41,"Bachelor",21.9,"Female","Female","White","Hispanic or Latino",FALSE,"Administrative","Entry",79500,82000,FALSE
30,"Master",6.9,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Marketing","Entry",72500,72100,FALSE
48,"Bachelor",18.3,"Female","Female","White","Not Hispanic or Latino",FALSE,"HR","Executive",174800,180800,FALSE
24,"Master",1.7,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Entry",67400,66300,FALSE
52,"Bachelor",14.5,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",96900,92100,FALSE
39,"Master",0.4,"Female","Female","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Finance/Accounting","Mid",76900,68200,FALSE
31,"Master",10.5,"Female","Female","White","Not Hispanic or Latino",FALSE,"Sales","Director",132900,135300,FALSE
54,"Bachelor",11.1,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Finance/Accounting","Entry",71000,65600,FALSE
61,"Master",3.5,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Software","Director",120800,121900,FALSE
41,"Bachelor",10.2,"Female","Female","Black or African American","Hispanic or Latino",FALSE,"Administrative","Entry",69100,60200,FALSE
58,"Bachelor",37.2,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Marketing","Mid",113200,114800,FALSE
27,"Bachelor",8.1,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Software","Mid",80300,82800,FALSE
50,"Master",8.9,"Female","Female","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Director",136100,131700,FALSE
25,"Master",5,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Software","Entry",68200,67300,FALSE
48,"Master",5.6,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"HR","Director",125900,132500,FALSE
30,"Bachelor",9,"Did not disclose","Female","Black or African American","Not Hispanic or Latino",FALSE,"Software","Entry",49300,46700,FALSE
61,"PhD",12.9,"Did not disclose","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Administrative","Director",141300,139200,FALSE
44,"PhD",17.3,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Marketing","Entry",92200,100600,FALSE
47,"Master",14.9,"Male","Male","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Sales","Mid",101400,101900,FALSE
33,"Bachelor",0.1,"Female","Female","Asian","Not Hispanic or Latino",TRUE,"Software","Entry",57000,58400,FALSE
31,"PhD",2.2,"Female","Female","White","Hispanic or Latino",FALSE,"Sales","Entry",75100,72000,FALSE
64,"Bachelor",27.9,"Male","Male","American Indian or Alaska Native","Not Hispanic or Latino",FALSE,"Software","Entry",84900,78900,FALSE
44,"Bachelor",0.2,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Director",103400,93400,FALSE
48,"Master",23.5,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Sales","Mid",121100,123700,FALSE
55,"Master",20.6,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Director",144700,162000,FALSE
37,"Master",1.5,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Sales","Entry",61400,63300,FALSE
46,"Master",22.5,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Sales","Mid",102200,92400,FALSE
49,"Master",7.5,"Male","Male","Asian","Hispanic or Latino",FALSE,"Finance/Accounting","Executive",174300,206700,FALSE
36,"Bachelor",7.5,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Sales","Director",109400,104900,FALSE
59,"Bachelor",3.8,"Male","Male","Black or African American","Not Hispanic or Latino",FALSE,"Sales","Director",112600,115800,FALSE
44,"PhD",17,"Male","Male","Asian","Not Hispanic or Latino",FALSE,"Finance/Accounting","Director",148500,171000,FALSE
40,"Bachelor",14,"Female","Female","White","Not Hispanic or Latino",FALSE,"Sales","Entry",65700,67500,FALSE
31,"Master",10.1,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Entry",74600,73600,FALSE
34,"Bachelor",7.7,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"HR","Mid",82300,79900,FALSE
59,"Master",6.9,"Female","Female","White","Hispanic or Latino",FALSE,"HR","Director",127200,131100,FALSE
22,"Master",3.4,"Male","Male","White","Hispanic or Latino",FALSE,"Marketing","Mid",94400,107800,FALSE
32,"Master",13.4,"Male","Male","White","Hispanic or Latino",FALSE,"HR","Entry",71600,79600,FALSE
47,"Master",12.5,"Male","Male","Asian","Hispanic or Latino",FALSE,"Finance/Accounting","Mid",103900,117500,FALSE
31,"PhD",2.7,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Sales","Director",131300,137600,FALSE
36,"Master",13.4,"Female","Female","Native Hawaiian or Pacific Islander","Hispanic or Latino",FALSE,"Sales","Entry",73900,65400,FALSE
38,"Bachelor",10.4,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Sales","Mid",76900,75700,FALSE
29,"Master",3.4,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Administrative","Entry",66000,63000,FALSE
57,"Master",37.7,"Female","Female","White","Not Hispanic or Latino",FALSE,"Software","Mid",137000,145300,FALSE
27,"Bachelor",5.5,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Marketing","Entry",57600,56200,FALSE
31,"Master",7.7,"Female","Female","Black or African American","Not Hispanic or Latino",FALSE,"Finance/Accounting","Mid",93600,90800,FALSE
48,"Bachelor",2.9,"Male","Male","White","Not Hispanic or Latino",FALSE,"HR","Mid",79900,88200,FALSE
41,"Master",11.2,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"Administrative","Entry",75500,71800,FALSE
46,"Bachelor",2.6,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Administrative","Director",105800,99500,FALSE
45,"Master",3.5,"Male","Male","White","Hispanic or Latino",FALSE,"Finance/Accounting","Entry",70900,76900,FALSE
37,"Master",5.8,"Female","Female","Asian","Not Hispanic or Latino",FALSE,"HR","Mid",93500,95900,FALSE
65,"Bachelor",5.8,"Did not disclose","Female","White","Hispanic or Latino",FALSE,"Marketing","Director",125100,140500,FALSE
37,"Master",12.2,"Female","Female","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Finance/Accounting","Mid",97800,90500,FALSE
24,"Bachelor",1.8,"Male","Male","American Indian or Alaska Native","Hispanic or Latino",FALSE,"Administrative","Mid",65700,63100,FALSE
53,"Bachelor",30.3,"Male","Male","Asian","Hispanic or Latino",FALSE,"Administrative","Entry",86600,93700,FALSE
42,"Bachelor",8,"Female","Female","White","Not Hispanic or Latino",FALSE,"Sales","Director",114400,116200,FALSE
60,"Bachelor",8.9,"Male","Male","Native Hawaiian or Pacific Islander","Not Hispanic or Latino",FALSE,"Software","Mid",91400,89400,FALSE
24,"Bachelor",5.7,"Female","Female","White","Not Hispanic or Latino",FALSE,"Sales","Director",107200,116800,FALSE
31,"Bachelor",3.7,"Male","Male","Black or African American","Hispanic or Latino",FALSE,"Sales","Executive",152700,238400,TRUE
